userId,emotionIndex,index,keyCode,keyDown,keyUp,D1U1,D1U2,D1D2,U1D2,U1U2,D1U3,D1D3,answer
100,N,3472, ,"1,58E+12","1,58E+12",106.0,1475,1424.0,1318,1369,1714,1624.0,
100,N,3473,a,"1,58E+12","1,58E+12",51.0,290,200.0,149,239,615,524.0,
100,N,3474, ,"1,58E+12","1,58E+12",90.0,415,324.0,234,325,650,557.0,
100,N,3475,m,"1,58E+12","1,58E+12",91.0,326,233.0,142,235,579,490.0,
100,N,3476,o,"1,58E+12","1,58E+12",93.0,346,257.0,164,253,580,480.0,
100,N,3477,u,"1,58E+12","1,58E+12",89.0,323,223.0,134,234,646,548.0,
100,N,3478,s,"1,58E+12","1,58E+12",100.0,423,325.0,225,323,5736,5634.0,
100,N,3479,e,"1,58E+12","1,58E+12",98.0,5411,5309.0,5211,5313,6496,6407.0,
100,N,3480,¾,"1,58E+12","1,58E+12",102.0,1187,1098.0,996,1085,"-1,58E+12",1711.0,
100,N,3481,\b,"1,58E+12","1,58E+12",89.0,"-1,58E+12",613.0,524,"-1,58E+12","-1,58E+12",1217.0,
100,N,3523,\u0010,"1,58E+12","1,58E+12",427.0,136,12.0,-415,-291,745,614.0,
100,N,3524,¾,"1,58E+12","1,58E+12",124.0,733,602.0,478,609,1916,1822.0,
100,N,3525, ,"1,58E+12","1,58E+12",131.0,1314,1220.0,1089,1183,3168,3068.0,
100,N,3526,u,"1,58E+12","1,58E+12",94.0,1948,1848.0,1754,1854,2978,2913.0,
100,N,3527,s,"1,58E+12","1,58E+12",100.0,1130,1065.0,965,1030,1367,1256.0,
100,N,3528,u,"1,58E+12","1,58E+12",65.0,302,191.0,126,237,587,493.0,
100,N,3529,a,"1,58E+12","1,58E+12",111.0,396,302.0,191,285,2602,2500.0,
100,N,3530,l,"1,58E+12","1,58E+12",94.0,2300,2198.0,2104,2206,3032,2948.0,
100,N,3531,l,"1,58E+12","1,58E+12",102.0,834,750.0,648,732,1053,930.0,
100,N,3532,y,"1,58E+12","1,58E+12",84.0,303,180.0,96,219,3773,3696.0,
100,N,3533, ,"1,58E+12","1,58E+12",123.0,3593,3516.0,3393,3470,3764,3677.0,
100,N,3534,¼,"1,58E+12","1,58E+12",77.0,248,161.0,84,171,887,789.0,
100,N,3535, ,"1,58E+12","1,58E+12",87.0,726,628.0,541,639,943,832.0,
100,N,3536,c,"1,58E+12","1,58E+12",98.0,315,204.0,106,217,543,454.0,
100,N,3537,a,"1,58E+12","1,58E+12",111.0,339,250.0,139,228,2250,2155.0,
100,N,3538,t,"1,58E+12","1,58E+12",89.0,2000,1905.0,1816,1911,2228,2152.0,
100,N,3539,s,"1,58E+12","1,58E+12",95.0,323,247.0,152,228,981,858.0,
100,N,3540, ,"1,58E+12","1,58E+12",76.0,734,611.0,535,658,1947,1813.0,
100,N,3541,e,"1,58E+12","1,58E+12",123.0,1336,1202.0,1079,1213,2155,2023.0,
100,N,3542,a,"1,58E+12","1,58E+12",134.0,953,821.0,687,819,2201,2100.0,
100,N,3543,t,"1,58E+12","1,58E+12",132.0,1380,1279.0,1147,1248,3658,3563.0,
100,N,3544, ,"1,58E+12","1,58E+12",101.0,2379,2284.0,2183,2278,2790,2678.0,
100,N,3545,m,"1,58E+12","1,58E+12",95.0,506,394.0,299,411,1218,1006.0,
100,N,3546,i,"1,58E+12","1,58E+12",112.0,824,612.0,500,712,1724,1615.0,
100,N,3547,c,"1,58E+12","1,58E+12",212.0,1112,1003.0,791,900,2882,2815.0,
100,N,3548,e,"1,58E+12","1,58E+12",109.0,1879,1812.0,1703,1770,2086,2022.0,
100,N,3549,¼,"1,58E+12","1,58E+12",67.0,274,210.0,143,207,500,393.0,
100,N,3550, ,"1,58E+12","1,58E+12",64.0,290,183.0,119,226,655,582.0,
100,N,3551,a,"1,58E+12","1,58E+12",107.0,472,399.0,292,365,775,680.0,
100,N,3552,n,"1,58E+12","1,58E+12",73.0,376,281.0,208,303,545,483.0,
100,N,3553,d,"1,58E+12","1,58E+12",95.0,264,202.0,107,169,3064,2969.0,
100,N,3554, ,"1,58E+12","1,58E+12",62.0,2862,2767.0,2705,2800,3194,3092.0,
100,N,3555,m,"1,58E+12","1,58E+12",95.0,427,325.0,230,332,786,631.0,
100,N,3556,i,"1,58E+12","1,58E+12",102.0,461,306.0,204,359,848,731.0,
100,N,3557,c,"1,58E+12","1,58E+12",155.0,542,425.0,270,387,743,668.0,
100,N,3558,e,"1,58E+12","1,58E+12",117.0,318,243.0,126,201,1986,1889.0,
100,N,3559, ,"1,58E+12","1,58E+12",75.0,1743,1646.0,1571,1668,2056,1940.0,
100,N,3560,r,"1,58E+12","1,58E+12",97.0,410,294.0,197,313,1468,1380.0,
100,N,3561,u,"1,58E+12","1,58E+12",116.0,1174,1086.0,970,1058,1429,1346.0,
100,N,3562,n,"1,58E+12","1,58E+12",88.0,343,260.0,172,255,1071,971.0,
100,N,3563, ,"1,58E+12","1,58E+12",83.0,811,711.0,628,728,1635,1558.0,
100,N,3564,a,"1,58E+12","1,58E+12",100.0,924,847.0,747,824,1142,1036.0,
100,N,3565,w,"1,58E+12","1,58E+12",77.0,295,189.0,112,218,529,410.0,
100,N,3566,a,"1,58E+12","1,58E+12",106.0,340,221.0,115,234,693,601.0,
100,N,3567,y,"1,58E+12","1,58E+12",119.0,472,380.0,261,353,1336,1248.0,
100,N,3568, ,"1,58E+12","1,58E+12",92.0,956,868.0,776,864,1222,1118.0,
100,N,3569,f,"1,58E+12","1,58E+12",88.0,354,250.0,162,266,685,548.0,
100,N,3570,r,"1,58E+12","1,58E+12",104.0,435,298.0,194,331,1306,1227.0,
100,N,3571,o,"1,58E+12","1,58E+12",137.0,1008,929.0,792,871,1190,1127.0,
100,N,3572,m,"1,58E+12","1,58E+12",79.0,261,198.0,119,182,875,799.0,
100,N,3573, ,"1,58E+12","1,58E+12",63.0,677,601.0,538,614,860,758.0,
100,N,3574,c,"1,58E+12","1,58E+12",76.0,259,157.0,81,183,481,417.0,
100,N,3575,a,"1,58E+12","1,58E+12",102.0,324,260.0,158,222,1265,1155.0,
100,N,3576,t,"1,58E+12","1,58E+12",64.0,1005,895.0,831,941,5001,4886.0,
100,N,3577,s,"1,58E+12","1,58E+12",110.0,4106,3991.0,3881,3996,5360,5272.0,
100,N,3578,n,"1,58E+12","1,58E+12",115.0,1369,1281.0,1166,1254,2521,2384.0,
100,N,3579, ,"1,58E+12","1,58E+12",88.0,1240,1103.0,1015,1152,1922,1828.0,
100,N,3580,b,"1,58E+12","1,58E+12",137.0,819,725.0,588,682,1063,984.0,
100,N,3581,u,"1,58E+12","1,58E+12",94.0,338,259.0,165,244,532,418.0,
100,N,3582,t,"1,58E+12","1,58E+12",79.0,273,159.0,80,194,3260,3173.0,
100,N,3583, ,"1,58E+12","1,58E+12",114.0,3101,3014.0,2900,2987,3260,3175.0,
100,N,3584,t,"1,58E+12","1,58E+12",87.0,246,161.0,74,159,488,401.0,
100,N,3585,h,"1,58E+12","1,58E+12",85.0,327,240.0,155,242,1265,1173.0,
100,N,3586,i,"1,58E+12","1,58E+12",87.0,1025,933.0,846,938,1228,1172.0,
100,N,3587,s,"1,58E+12","1,58E+12",92.0,295,239.0,147,203,969,896.0,
100,N,3588, ,"1,58E+12","1,58E+12",56.0,730,657.0,601,674,935,824.0,
100,N,3589,c,"1,58E+12","1,58E+12",73.0,278,167.0,94,205,681,605.0,
100,N,3590,a,"1,58E+12","1,58E+12",111.0,514,438.0,327,403,708,604.0,
100,N,3591,t,"1,58E+12","1,58E+12",76.0,270,166.0,90,194,1020,919.0,
100,N,3592, ,"1,58E+12","1,58E+12",104.0,854,753.0,649,750,1222,1156.0,
100,N,3593,a,"1,58E+12","1,58E+12",101.0,469,403.0,302,368,719,670.0,
100,N,3594,n,"1,58E+12","1,58E+12",66.0,316,267.0,201,250,1172,1109.0,
100,N,3595,s,"1,58E+12","1,58E+12",49.0,905,842.0,793,856,1282,1211.0,
100,N,3596,»,"1,58E+12","1,58E+12",63.0,440,369.0,306,377,589,513.0,
100,N,3597,\b,"1,58E+12","1,58E+12",71.0,220,144.0,73,149,398,295.0,
100,N,3598,\b,"1,58E+12","1,58E+12",76.0,254,151.0,75,178,962,910.0,
100,N,3599,d,"1,58E+12","1,58E+12",103.0,811,759.0,656,708,2434,2353.0,
100,N,3600, ,"1,58E+12","1,58E+12",52.0,1675,1594.0,1542,1623,1850,1771.0,
100,N,3601,t,"1,58E+12","1,58E+12",81.0,256,177.0,96,175,641,555.0,
100,N,3602,h,"1,58E+12","1,58E+12",79.0,464,378.0,299,385,747,635.0,
100,N,3603,i,"1,58E+12","1,58E+12",86.0,369,257.0,171,283,542,450.0,
100,N,3604,s,"1,58E+12","1,58E+12",112.0,285,193.0,81,173,1738,1635.0,
100,N,3605, ,"1,58E+12","1,58E+12",92.0,1545,1442.0,1350,1453,1801,1736.0,
100,N,3606,m,"1,58E+12","1,58E+12",103.0,359,294.0,191,256,630,554.0,
100,N,3607,o,"1,58E+12","1,58E+12",65.0,336,260.0,195,271,815,722.0,
100,N,3608,u,"1,58E+12","1,58E+12",76.0,555,462.0,386,479,1269,1147.0,
100,N,3609,s,"1,58E+12","1,58E+12",93.0,807,685.0,592,714,975,878.0,
100,N,3610,e,"1,58E+12","1,58E+12",122.0,290,193.0,71,168,1116,1035.0,
100,N,3611, ,"1,58E+12","1,58E+12",97.0,923,842.0,745,826,1158,1071.0,
100,N,3612,l,"1,58E+12","1,58E+12",81.0,316,229.0,148,235,493,413.0,
100,N,3613,i,"1,58E+12","1,58E+12",87.0,264,184.0,97,177,454,357.0,
100,N,3614,k,"1,58E+12","1,58E+12",80.0,270,173.0,93,190,501,401.0,
100,N,3615,e,"1,58E+12","1,58E+12",97.0,328,228.0,131,231,1347,1273.0,
100,N,3616,d,"1,58E+12","1,58E+12",100.0,1119,1045.0,945,1019,1735,1625.0,
100,N,3617, ,"1,58E+12","1,58E+12",74.0,690,580.0,506,616,3607,3522.0,
100,N,3618,e,"1,58E+12","1,58E+12",110.0,3027,2942.0,2832,2917,4162,4077.0,
100,N,3619,a,"1,58E+12","1,58E+12",85.0,1220,1135.0,1050,1135,1404,1326.0,
100,N,3620,c,"1,58E+12","1,58E+12",85.0,269,191.0,106,184,409,330.0,
100,N,3621,h,"1,58E+12","1,58E+12",78.0,218,139.0,61,140,2503,2418.0,
100,N,3622, ,"1,58E+12","1,58E+12",79.0,2364,2279.0,2200,2285,2860,2770.0,
100,N,3623,o,"1,58E+12","1,58E+12",85.0,581,491.0,406,496,789,685.0,
100,N,3624,t,"1,58E+12","1,58E+12",90.0,298,194.0,104,208,579,484.0,
100,N,3625,h,"1,58E+12","1,58E+12",104.0,385,290.0,186,281,778,690.0,
100,N,3626,e,"1,58E+12","1,58E+12",95.0,488,400.0,305,393,775,661.0,
100,N,3627,r,"1,58E+12","1,58E+12",88.0,375,261.0,173,287,1142,1055.0,
100,N,3628, ,"1,58E+12","1,58E+12",114.0,881,794.0,680,767,1203,1101.0,
100,N,3629,v,"1,58E+12","1,58E+12",87.0,409,307.0,220,322,797,708.0,
100,N,3630,e,"1,58E+12","1,58E+12",102.0,490,401.0,299,388,906,818.0,
100,N,3631,r,"1,58E+12","1,58E+12",89.0,505,417.0,328,416,658,607.0,
100,N,3632,y,"1,58E+12","1,58E+12",88.0,241,190.0,102,153,2562,2482.0,
100,N,3633, ,"1,58E+12","1,58E+12",51.0,2372,2292.0,2241,2321,3039,2976.0,
100,N,3634,m,"1,58E+12","1,58E+12",80.0,747,684.0,604,667,1327,1247.0,
100,N,3635,u,"1,58E+12","1,58E+12",63.0,643,563.0,500,580,840,745.0,
100,N,3636,c,"1,58E+12","1,58E+12",80.0,277,182.0,102,197,3540,3424.0,
100,N,3637,h,"1,58E+12","1,58E+12",95.0,3358,3242.0,3147,3263,3610,3514.0,
100,N,3638,n,"1,58E+12","1,58E+12",116.0,368,272.0,156,252,1868,1780.0,
100,N,3639, ,"1,58E+12","1,58E+12",96.0,1596,1508.0,1412,1500,1798,1703.0,
100,N,3640,t,"1,58E+12","1,58E+12",88.0,290,195.0,107,202,569,494.0,
100,N,3641,h,"1,58E+12","1,58E+12",95.0,374,299.0,204,279,621,561.0,
100,N,3642,e,"1,58E+12","1,58E+12",75.0,322,262.0,187,247,516,396.0,
100,N,3643,y,"1,58E+12","1,58E+12",60.0,254,134.0,74,194,2136,2069.0,
100,N,3644, ,"1,58E+12","1,58E+12",120.0,2002,1935.0,1815,1882,2222,2136.0,
100,N,3645,l,"1,58E+12","1,58E+12",67.0,287,201.0,134,220,1170,1063.0,
100,N,3646,i,"1,58E+12","1,58E+12",86.0,969,862.0,776,883,1151,1049.0,
100,N,3647,k,"1,58E+12","1,58E+12",107.0,289,187.0,80,182,589,440.0,
100,N,3648,e,"1,58E+12","1,58E+12",102.0,402,253.0,151,300,1133,1030.0,
100,N,3649,d,"1,58E+12","1,58E+12",149.0,880,777.0,628,731,1615,1528.0,
100,N,3650, ,"1,58E+12","1,58E+12",103.0,838,751.0,648,735,1503,1397.0,
100,N,3651,e,"1,58E+12","1,58E+12",87.0,752,646.0,559,665,10257,10177.0,
100,N,3652,a,"1,58E+12","1,58E+12",106.0,9611,9531.0,9425,9505,9767,9690.0,
100,N,3653,c,"1,58E+12","1,58E+12",80.0,236,159.0,79,156,501,428.0,
100,N,3654,h,"1,58E+12","1,58E+12",77.0,342,269.0,192,265,2806,2697.0,
100,N,3655, ,"1,58E+12","1,58E+12",73.0,2537,2428.0,2355,2464,3011,2901.0,
100,N,3656,o,"1,58E+12","1,58E+12",109.0,583,473.0,364,474,852,736.0,
100,N,3657,t,"1,58E+12","1,58E+12",110.0,379,263.0,153,269,568,448.0,
100,N,3658,h,"1,58E+12","1,58E+12",116.0,305,185.0,69,189,589,447.0,
100,N,3659,e,"1,58E+12","1,58E+12",120.0,404,262.0,142,284,608,523.0,
100,N,3660,r,"1,58E+12","1,58E+12",142.0,346,261.0,119,204,2488,2415.0,
100,N,3661, ,"1,58E+12","1,58E+12",85.0,2227,2154.0,2069,2142,2580,2491.0,
100,N,3662,s,"1,58E+12","1,58E+12",73.0,426,337.0,264,353,615,518.0,
100,N,3663,o,"1,58E+12","1,58E+12",89.0,278,181.0,92,189,1065,985.0,
100,N,3664, ,"1,58E+12","1,58E+12",97.0,884,804.0,707,787,1214,1126.0,
100,N,3665,m,"1,58E+12","1,58E+12",80.0,410,322.0,242,330,875,807.0,
100,N,3666,u,"1,58E+12","1,58E+12",88.0,553,485.0,397,465,723,643.0,
100,N,3667,c,"1,58E+12","1,58E+12",68.0,238,158.0,90,170,912,826.0,
100,N,3668,h,"1,58E+12","1,58E+12",80.0,754,668.0,588,674,1455,1377.0,
100,N,3669, ,"1,58E+12","1,58E+12",86.0,787,709.0,623,701,999,924.0,
100,N,3670,t,"1,58E+12","1,58E+12",78.0,290,215.0,137,212,517,410.0,
100,N,3671,h,"1,58E+12","1,58E+12",75.0,302,195.0,120,227,520,460.0,
100,N,3672,a,"1,58E+12","1,58E+12",107.0,325,265.0,158,218,689,614.0,
100,N,3673,t,"1,58E+12","1,58E+12",60.0,424,349.0,289,364,1258,1182.0,
100,N,3674, ,"1,58E+12","1,58E+12",75.0,909,833.0,758,834,1133,1065.0,
100,N,3675,t,"1,58E+12","1,58E+12",76.0,300,232.0,156,224,718,638.0,
100,N,3676,h,"1,58E+12","1,58E+12",68.0,486,406.0,338,418,803,712.0,
100,N,3677,e,"1,58E+12","1,58E+12",80.0,397,306.0,226,317,1029,929.0,
100,N,3678, ,"1,58E+12","1,58E+12",91.0,723,623.0,532,632,2090,1989.0,
100,N,3679,»,"1,58E+12","1,58E+12",100.0,1467,1366.0,1266,1367,1640,1568.0,
100,N,3680,\b,"1,58E+12","1,58E+12",101.0,274,202.0,101,173,1149,1068.0,
100,N,3681,\b,"1,58E+12","1,58E+12",72.0,947,866.0,794,875,1106,999.0,
100,N,3682,y,"1,58E+12","1,58E+12",81.0,240,133.0,52,159,1927,1859.0,
100,N,3683, ,"1,58E+12","1,58E+12",107.0,1794,1726.0,1619,1687,2056,1972.0,
100,N,3684,l,"1,58E+12","1,58E+12",68.0,330,246.0,178,262,870,796.0,
100,N,3685,i,"1,58E+12","1,58E+12",84.0,624,550.0,466,540,872,773.0,
100,N,3686,v,"1,58E+12","1,58E+12",74.0,322,223.0,149,248,581,474.0,
100,N,3687,e,"1,58E+12","1,58E+12",99.0,358,251.0,152,259,2796,2710.0,
100,N,3688,d,"1,58E+12","1,58E+12",107.0,2545,2459.0,2352,2438,9469,9365.0,
100,N,3689, ,"1,58E+12","1,58E+12",86.0,7010,6906.0,6820,6924,7190,7097.0,
100,N,3690,t,"1,58E+12","1,58E+12",104.0,284,191.0,87,180,790,729.0,
100,N,3691,o,"1,58E+12","1,58E+12",93.0,599,538.0,445,506,3109,3008.0,
100,N,3692,g,"1,58E+12","1,58E+12",61.0,2571,2470.0,2409,2510,2981,2863.0,
100,N,3693,e,"1,58E+12","1,58E+12",101.0,511,393.0,292,410,677,577.0,
100,N,3694,t,"1,58E+12","1,58E+12",118.0,284,184.0,66,166,486,423.0,
100,N,3695,h,"1,58E+12","1,58E+12",100.0,302,239.0,139,202,663,548.0,
100,N,3696,e,"1,58E+12","1,58E+12",63.0,424,309.0,246,361,3167,3091.0,
100,N,3697,r,"1,58E+12","1,58E+12",115.0,2858,2782.0,2667,2743,3251,3154.0,
100,N,3698,&,"1,58E+12","1,58E+12",76.0,469,372.0,296,393,878,763.0,
100,N,3699,',"1,58E+12","1,58E+12",97.0,506,391.0,294,409,697,599.0,
100,N,3700,',"1,58E+12","1,58E+12",115.0,306,208.0,93,191,551,435.0,
100,N,3701,',"1,58E+12","1,58E+12",98.0,343,227.0,129,245,610,500.0,
100,N,3702,',"1,58E+12","1,58E+12",116.0,383,273.0,157,267,714,624.0,
100,N,3703,',"1,58E+12","1,58E+12",110.0,441,351.0,241,331,1378,1292.0,
100,N,3704,',"1,58E+12","1,58E+12",90.0,1027,941.0,851,937,1455,1333.0,
100,N,3705,\b,"1,58E+12","1,58E+12",86.0,514,392.0,306,428,1008,941.0,
100,N,3706,\u0014,"1,58E+12","1,58E+12",122.0,616,549.0,427,494,1470,1348.0,
100,N,3707,t,"1,58E+12","1,58E+12",67.0,921,799.0,732,854,2264,2167.0,
100,N,3708,\u0014,"1,58E+12","1,58E+12",122.0,1465,1368.0,1246,1343,2333,2113.0,
100,N,3709,&,"1,58E+12","1,58E+12",97.0,965,745.0,648,868,1205,1132.0,
100,N,3710,',"1,58E+12","1,58E+12",220.0,460,387.0,167,240,1458,1359.0,
100,N,3711,',"1,58E+12","1,58E+12",73.0,1071,972.0,899,998,2079,1963.0,
100,N,3712,\b,"1,58E+12","1,58E+12",99.0,1107,991.0,892,1008,2185,2082.0,
100,N,3713,\u0014,"1,58E+12","1,58E+12",116.0,1194,1091.0,975,1078,2196,2020.0,
100,N,3714,b,"1,58E+12","1,58E+12",103.0,1105,929.0,826,1002,1443,1378.0,
100,N,3715,\u0014,"1,58E+12","1,58E+12",176.0,514,449.0,273,338,828,749.0,
100,N,3716,&,"1,58E+12","1,58E+12",65.0,379,300.0,235,314,549,472.0,
100,N,3717,',"1,58E+12","1,58E+12",79.0,249,172.0,93,170,397,321.0,
100,N,3718,',"1,58E+12","1,58E+12",77.0,225,149.0,72,148,585,485.0,
100,N,3719,',"1,58E+12","1,58E+12",76.0,436,336.0,260,360,663,531.0,
100,N,3720,',"1,58E+12","1,58E+12",100.0,327,195.0,95,227,572,446.0,
100,N,3721,',"1,58E+12","1,58E+12",132.0,377,251.0,119,245,722,600.0,
100,N,3722,',"1,58E+12","1,58E+12",126.0,471,349.0,223,345,1188,1106.0,
100,N,3723,%,"1,58E+12","1,58E+12",122.0,839,757.0,635,717,1522,1409.0,
100,N,3724,\b,"1,58E+12","1,58E+12",82.0,765,652.0,570,683,960,879.0,
100,N,3725,\u0014,"1,58E+12","1,58E+12",113.0,308,227.0,114,195,572,486.0,
100,N,3726,u,"1,58E+12","1,58E+12",81.0,345,259.0,178,264,8619,8498.0,
100,N,3727,\u0014,"1,58E+12","1,58E+12",86.0,8360,8239.0,8153,8274,8649,8561.0,
100,N,3728,\u0014,"1,58E+12","1,58E+12",121.0,410,322.0,201,289,1441,1302.0,
100,N,3729,o,"1,58E+12","1,58E+12",88.0,1119,980.0,892,1031,,,
100,H,3731,\u0014,"1,58E+12","1,58E+12",111.0,433,331.0,220,322,892,816.0,R
100,H,3732,w,"1,58E+12","1,58E+12",102.0,561,485.0,383,459,1539,1448.0,R
100,H,3733,e,"1,58E+12","1,58E+12",76.0,1054,963.0,887,978,1394,1280.0,R
100,H,3734,\b,"1,58E+12","1,58E+12",91.0,431,317.0,226,340,2342,2216.0,R
100,H,3735,\u0014,"1,58E+12","1,58E+12",114.0,2025,1899.0,1785,1911,2377,2270.0,R
100,H,3736,\b,"1,58E+12","1,58E+12",126.0,478,371.0,245,352,1982,1889.0,R
100,H,3737,w,"1,58E+12","1,58E+12",107.0,1611,1518.0,1411,1504,3055,2947.0,R
100,H,3738,\b,"1,58E+12","1,58E+12",93.0,1537,1429.0,1336,1444,6223,6104.0,R
100,H,3739,\b,"1,58E+12","1,58E+12",108.0,4794,4675.0,4567,4686,5244,5153.0,R
100,H,3740,\u0014,"1,58E+12","1,58E+12",119.0,569,478.0,359,450,1018,880.0,R
100,H,3741,\u0014,"1,58E+12","1,58E+12",91.0,540,402.0,311,449,2558,2445.0,R
100,H,3742,w,"1,58E+12","1,58E+12",138.0,2156,2043.0,1905,2018,3290,3189.0,R
100,H,3743,e,"1,58E+12","1,58E+12",113.0,1247,1146.0,1033,1134,1483,1375.0,R
100,H,3744,\b,"1,58E+12","1,58E+12",101.0,337,229.0,128,236,1593,1477.0,R
100,H,3745,\b,"1,58E+12","1,58E+12",108.0,1364,1248.0,1140,1256,2496,2411.0,R
100,H,3746,\u0014,"1,58E+12","1,58E+12",116.0,1248,1163.0,1047,1132,1528,1417.0,R
100,H,3747,w,"1,58E+12","1,58E+12",85.0,365,254.0,169,280,2104,2010.0,R
100,H,3748,\u0014,"1,58E+12","1,58E+12",111.0,1850,1756.0,1645,1739,2160,2094.0,R
100,H,3749,e,"1,58E+12","1,58E+12",94.0,404,338.0,244,310,1644,1554.0,R
100,H,3750, ,"1,58E+12","1,58E+12",66.0,1306,1216.0,1150,1240,1599,1493.0,R
100,H,3751,c,"1,58E+12","1,58E+12",90.0,383,277.0,187,293,631,546.0,R
100,H,3752,a,"1,58E+12","1,58E+12",106.0,354,269.0,163,248,587,495.0,R
100,H,3753,n,"1,58E+12","1,58E+12",85.0,318,226.0,141,233,1593,1464.0,R
100,H,3754, ,"1,58E+12","1,58E+12",92.0,1367,1238.0,1146,1275,1739,1644.0,R
100,H,3755,n,"1,58E+12","1,58E+12",129.0,501,406.0,277,372,817,733.0,R
100,H,3756,o,"1,58E+12","1,58E+12",95.0,411,327.0,232,316,982,834.0,R
100,H,3757,y,"1,58E+12","1,58E+12",84.0,655,507.0,423,571,2117,2027.0,R
100,H,3758,\b,"1,58E+12","1,58E+12",148.0,1610,1520.0,1372,1462,1766,1674.0,R
100,H,3759,t,"1,58E+12","1,58E+12",90.0,246,154.0,64,156,2031,1953.0,R
100,H,3760, ,"1,58E+12","1,58E+12",92.0,1877,1799.0,1707,1785,2119,1986.0,R
100,H,3761,h,"1,58E+12","1,58E+12",78.0,320,187.0,109,242,724,630.0,R
100,H,3762,e,"1,58E+12","1,58E+12",133.0,537,443.0,310,404,829,741.0,R
100,H,3763,l,"1,58E+12","1,58E+12",94.0,386,298.0,204,292,592,468.0,R
100,H,3764,p,"1,58E+12","1,58E+12",88.0,294,170.0,82,206,1516,1436.0,R
100,H,3765, ,"1,58E+12","1,58E+12",124.0,1346,1266.0,1142,1222,1588,1478.0,R
100,H,3766,f,"1,58E+12","1,58E+12",80.0,322,212.0,132,242,874,794.0,R
100,H,3767,a,"1,58E+12","1,58E+12",110.0,662,582.0,472,552,851,749.0,R
100,H,3768,l,"1,58E+12","1,58E+12",80.0,269,167.0,87,189,506,436.0,R
100,H,3769,l,"1,58E+12","1,58E+12",102.0,339,269.0,167,237,896,784.0,R
100,H,3770,i,"1,58E+12","1,58E+12",70.0,627,515.0,445,557,960,901.0,R
100,H,3771,n,"1,58E+12","1,58E+12",112.0,445,386.0,274,333,2379,2285.0,R
100,H,3772,g,"1,58E+12","1,58E+12",59.0,1993,1899.0,1840,1934,2628,2553.0,R
100,H,3773, ,"1,58E+12","1,58E+12",94.0,729,654.0,560,635,1090,1015.0,R
100,H,3774,i,"1,58E+12","1,58E+12",75.0,436,361.0,286,361,732,631.0,R
100,H,3775,n,"1,58E+12","1,58E+12",75.0,371,270.0,195,296,685,599.0,R
100,H,3776, ,"1,58E+12","1,58E+12",101.0,415,329.0,228,314,593,517.0,R
100,H,3777,l,"1,58E+12","1,58E+12",86.0,264,188.0,102,178,741,645.0,R
100,H,3778,o,"1,58E+12","1,58E+12",76.0,553,457.0,381,477,782,663.0,R
100,H,3779,v,"1,58E+12","1,58E+12",96.0,325,206.0,110,229,491,409.0,R
100,H,3780,e,"1,58E+12","1,58E+12",119.0,285,203.0,84,166,2080,1944.0,R
100,H,3781, ,"1,58E+12","1,58E+12",82.0,1877,1741.0,1659,1795,2180,2097.0,R
